episode_hash,lab,task,embodiment,duration_hours,zarr_mp4_path,scene,objects
2026-05-02-17-17-30-060604,scale,freeform_tidy_up_kitchen,human_bimanual,0.002453703703703704,s3://rldb/processed_v3/scale/2026-05-02-17-17-30-060604.mp4,unknown,
2026-05-02-03-48-18-235278,scale,freeform_placing_utensils_into_a_drawer,human_bimanual,0.01675925925925926,s3://rldb/processed_v3/scale/2026-05-02-03-48-18-235278.mp4,unknown,
2026-05-02-05-02-07-005863,scale,freeform_wipe_mirror_with_spray,human_bimanual,0.005611111111111111,s3://rldb/processed_v3/scale/2026-05-02-05-02-07-005863.mp4,unknown,
2026-05-02-02-35-49-826095,scale,freeform_unpack_grocery_bag,human_bimanual,0.031685185185185184,s3://rldb/processed_v3/scale/2026-05-02-02-35-49-826095.mp4,unknown,
2026-05-01-14-28-21-961120,scale,freeform_towel_folding,human_bimanual,0.06994444444444445,s3://rldb/processed_v3/scale/2026-05-01-14-28-21-961120.mp4,unknown,
2026-05-02-19-05-51-578901,scale,flagship_folding_clothes,human_bimanual,0.0014722222222222222,s3://rldb/processed_v3/scale/2026-05-02-19-05-51-578901.mp4,unknown,
2026-05-02-01-20-38-278360,scale,freeform_put_object_in_container,human_bimanual,0.01887037037037037,s3://rldb/processed_v3/scale/2026-05-02-01-20-38-278360.mp4,unknown,
2026-05-01-22-25-21-024512,scale,freeform_folding_clothes,human_bimanual,0.004814814814814814,s3://rldb/processed_v3/scale/2026-05-01-22-25-21-024512.mp4,unknown,
2026-05-01-11-18-41-333421,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,0.01126851851851852,s3://rldb/processed_v3/scale/2026-05-01-11-18-41-333421.mp4,unknown,
2026-05-01-05-57-16-971652,scale,freeform_folding_clothes,human_bimanual,0.0043055555555555555,s3://rldb/processed_v3/scale/2026-05-01-05-57-16-971652.mp4,unknown,
2026-05-02-17-39-40-583750,scale,freeform_bagging_groceries,human_bimanual,0.002712962962962963,s3://rldb/processed_v3/scale/2026-05-02-17-39-40-583750.mp4,unknown,
2026-05-01-17-52-07-950141,scale,freeform_change_the_light_bulb_on_a_lamp,human_bimanual,0.012620370370370369,s3://rldb/processed_v3/scale/2026-05-01-17-52-07-950141.mp4,unknown,
2026-05-01-11-21-18-008785,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,0.005685185185185185,s3://rldb/processed_v3/scale/2026-05-01-11-21-18-008785.mp4,unknown,
2026-05-01-19-00-39-565640,scale,flagship_put_object_in_container,human_right_arm,0.010212962962962962,s3://rldb/processed_v3/scale/2026-05-01-19-00-39-565640.mp4,unknown,
2026-05-01-06-07-47-551123,scale,flagship_sort_utensils,human_right_arm,0.005814814814814815,s3://rldb/processed_v3/scale/2026-05-01-06-07-47-551123.mp4,unknown,
2026-05-02-18-32-26-014258,scale,flagship_folding_clothes,human_bimanual,0.0019351851851851852,s3://rldb/processed_v3/scale/2026-05-02-18-32-26-014258.mp4,unknown,
2026-05-02-06-30-33-001591,scale,flagship_sort_utensils,human_right_arm,0.008842592592592593,s3://rldb/processed_v3/scale/2026-05-02-06-30-33-001591.mp4,unknown,
2026-05-02-17-01-40-216358,scale,freeform_towel_folding,human_bimanual,0.001675925925925926,s3://rldb/processed_v3/scale/2026-05-02-17-01-40-216358.mp4,unknown,
2026-05-02-04-01-28-091714,scale,freeform_put_cup_on_saucer,human_bimanual,0.08101851851851852,s3://rldb/processed_v3/scale/2026-05-02-04-01-28-091714.mp4,unknown,
2026-05-01-06-19-31-145781,scale,freeform_bagging_groceries,human_bimanual,0.004833333333333333,s3://rldb/processed_v3/scale/2026-05-01-06-19-31-145781.mp4,unknown,
2026-05-01-13-25-09-591011,scale,freeform_laundry_cycle,human_bimanual,0.006546296296296297,s3://rldb/processed_v3/scale/2026-05-01-13-25-09-591011.mp4,unknown,
2026-05-02-17-32-51-401130,scale,freeform_folding_clothes,human_bimanual,0.0019351851851851852,s3://rldb/processed_v3/scale/2026-05-02-17-32-51-401130.mp4,unknown,
2026-05-02-17-06-44-048994,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.0022870370370370366,s3://rldb/processed_v3/scale/2026-05-02-17-06-44-048994.mp4,unknown,
2026-05-02-01-18-20-415838,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,0.04153703703703704,s3://rldb/processed_v3/scale/2026-05-02-01-18-20-415838.mp4,unknown,
2026-05-02-17-06-27-268387,scale,freeform_folding_clothes,human_bimanual,0.0019166666666666668,s3://rldb/processed_v3/scale/2026-05-02-17-06-27-268387.mp4,unknown,
2026-05-02-05-34-22-424136,scale,freeform_do_dishes,human_bimanual,0.005055555555555555,s3://rldb/processed_v3/scale/2026-05-02-05-34-22-424136.mp4,unknown,
2026-05-02-17-21-44-761226,scale,flagship_sort_utensils,human_bimanual,0.001787037037037037,s3://rldb/processed_v3/scale/2026-05-02-17-21-44-761226.mp4,unknown,
2026-05-02-17-12-12-908000,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.0015092592592592592,s3://rldb/processed_v3/scale/2026-05-02-17-12-12-908000.mp4,unknown,
2026-05-01-07-45-51-604365,scale,freeform_tidy_up_kitchen,human_bimanual,0.03702777777777778,s3://rldb/processed_v3/scale/2026-05-01-07-45-51-604365.mp4,unknown,
2026-05-01-12-13-26-749349,scale,freeform_folding_clothes,human_bimanual,0.004472222222222223,s3://rldb/processed_v3/scale/2026-05-01-12-13-26-749349.mp4,unknown,
2026-05-01-12-02-21-463444,scale,flagship_folding_clothes,human_bimanual,0.005009259259259259,s3://rldb/processed_v3/scale/2026-05-01-12-02-21-463444.mp4,unknown,
2026-05-02-19-01-30-961970,scale,freeform_insert_batteries_into_electronic_devices,human_bimanual,0.002972222222222222,s3://rldb/processed_v3/scale/2026-05-02-19-01-30-961970.mp4,unknown,
2026-05-02-02-09-06-060810,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,0.021064814814814814,s3://rldb/processed_v3/scale/2026-05-02-02-09-06-060810.mp4,unknown,
2026-05-02-18-50-19-332879,scale,freeform_place_shoes_onto_shoe_rack,human_bimanual,0.0034074074074074076,s3://rldb/processed_v3/scale/2026-05-02-18-50-19-332879.mp4,unknown,
2026-05-02-04-02-12-070334,scale,freeform_folding_clothes,human_bimanual,0.00813888888888889,s3://rldb/processed_v3/scale/2026-05-02-04-02-12-070334.mp4,unknown,
2026-05-01-17-12-03-069807,scale,freeform_wipe_mirror_with_spray,human_bimanual,0.02589814814814815,s3://rldb/processed_v3/scale/2026-05-01-17-12-03-069807.mp4,unknown,
2026-05-02-17-32-56-735419,scale,flagship_folding_clothes,human_bimanual,0.0015185185185185187,s3://rldb/processed_v3/scale/2026-05-02-17-32-56-735419.mp4,unknown,
2026-05-02-01-53-09-337301,scale,freeform_bagging_groceries,human_bimanual,0.006611111111111111,s3://rldb/processed_v3/scale/2026-05-02-01-53-09-337301.mp4,unknown,
2026-05-02-16-45-21-835343,scale,flagship_folding_clothes,human_bimanual,0.001851851851851852,s3://rldb/processed_v3/scale/2026-05-02-16-45-21-835343.mp4,unknown,
2026-05-02-17-25-59-062310,scale,flagship_sort_utensils,human_bimanual,0.0017314814814814814,s3://rldb/processed_v3/scale/2026-05-02-17-25-59-062310.mp4,unknown,
2026-05-01-07-33-24-554339,scale,flagship_folding_clothes,human_bimanual,0.006351851851851852,s3://rldb/processed_v3/scale/2026-05-01-07-33-24-554339.mp4,unknown,
2026-05-02-05-33-53-179996,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.01637962962962963,s3://rldb/processed_v3/scale/2026-05-02-05-33-53-179996.mp4,unknown,
2026-05-02-03-43-56-735878,scale,freeform_placing_utensils_into_a_drawer,human_left_arm,0.010898148148148148,s3://rldb/processed_v3/scale/2026-05-02-03-43-56-735878.mp4,unknown,
2026-05-02-01-38-50-868640,scale,freeform_towel_folding,human_bimanual,0.004944444444444445,s3://rldb/processed_v3/scale/2026-05-02-01-38-50-868640.mp4,unknown,
2026-05-01-10-59-29-502321,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.016046296296296295,s3://rldb/processed_v3/scale/2026-05-01-10-59-29-502321.mp4,unknown,
2026-05-02-16-54-50-583146,scale,flagship_folding_clothes,human_bimanual,0.0021944444444444446,s3://rldb/processed_v3/scale/2026-05-02-16-54-50-583146.mp4,unknown,
2026-05-02-01-53-11-280979,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,0.0648611111111111,s3://rldb/processed_v3/scale/2026-05-02-01-53-11-280979.mp4,unknown,
2026-05-02-04-03-59-351821,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,0.014009259259259258,s3://rldb/processed_v3/scale/2026-05-02-04-03-59-351821.mp4,unknown,
2026-05-02-16-47-29-868892,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.00362037037037037,s3://rldb/processed_v3/scale/2026-05-02-16-47-29-868892.mp4,unknown,
2026-05-02-18-33-43-933342,scale,freeform_bathroom_tidy_routine,human_bimanual,0.001787037037037037,s3://rldb/processed_v3/scale/2026-05-02-18-33-43-933342.mp4,unknown,
2026-05-01-22-53-25-828425,scale,freeform_unpack_grocery_bag,human_bimanual,0.016009259259259258,s3://rldb/processed_v3/scale/2026-05-01-22-53-25-828425.mp4,unknown,
2026-05-02-17-00-19-555901,scale,freeform_put_object_in_container,human_bimanual,0.0020925925925925925,s3://rldb/processed_v3/scale/2026-05-02-17-00-19-555901.mp4,unknown,
2026-05-02-03-55-06-358029,scale,freeform_bagging_groceries,human_bimanual,0.004916666666666666,s3://rldb/processed_v3/scale/2026-05-02-03-55-06-358029.mp4,unknown,
2026-05-02-02-15-49-695937,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,0.04037962962962963,s3://rldb/processed_v3/scale/2026-05-02-02-15-49-695937.mp4,unknown,
2026-05-02-05-38-50-155463,scale,freeform_unpack_grocery_bag,human_bimanual,0.012166666666666666,s3://rldb/processed_v3/scale/2026-05-02-05-38-50-155463.mp4,unknown,
2026-05-02-17-46-37-497140,scale,flagship_put_object_in_container,human_right_arm,0.0027500000000000003,s3://rldb/processed_v3/scale/2026-05-02-17-46-37-497140.mp4,unknown,
2026-05-02-17-04-38-735815,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.0026759259259259258,s3://rldb/processed_v3/scale/2026-05-02-17-04-38-735815.mp4,unknown,
2026-05-01-10-34-35-204342,scale,flagship_folding_clothes,human_bimanual,0.008444444444444444,s3://rldb/processed_v3/scale/2026-05-01-10-34-35-204342.mp4,unknown,
2026-05-02-05-58-02-414414,scale,freeform_make_bed,human_bimanual,0.0042592592592592595,s3://rldb/processed_v3/scale/2026-05-02-05-58-02-414414.mp4,unknown,
2026-05-01-07-06-49-936182,scale,freeform_towel_folding,human_bimanual,0.004296296296296296,s3://rldb/processed_v3/scale/2026-05-01-07-06-49-936182.mp4,unknown,
2026-05-02-17-32-25-272700,scale,flagship_bagging_groceries,human_bimanual,0.0022222222222222222,s3://rldb/processed_v3/scale/2026-05-02-17-32-25-272700.mp4,unknown,
2026-05-02-17-28-17-700221,scale,flagship_folding_clothes,human_bimanual,0.0015,s3://rldb/processed_v3/scale/2026-05-02-17-28-17-700221.mp4,unknown,
2026-05-01-13-11-14-447622,scale,freeform_unpack_grocery_bag,human_bimanual,0.00499074074074074,s3://rldb/processed_v3/scale/2026-05-01-13-11-14-447622.mp4,unknown,
2026-05-02-17-28-43-414831,scale,freeform_do_dishes,human_bimanual,0.003898148148148148,s3://rldb/processed_v3/scale/2026-05-02-17-28-43-414831.mp4,unknown,
2026-05-01-16-25-20-102314,scale,flagship_put_object_in_container,human_right_arm,0.0053981481481481484,s3://rldb/processed_v3/scale/2026-05-01-16-25-20-102314.mp4,unknown,
2026-05-02-03-34-31-443048,scale,freeform_unload_dishwasher,human_bimanual,0.036694444444444446,s3://rldb/processed_v3/scale/2026-05-02-03-34-31-443048.mp4,unknown,
2026-05-02-18-32-06-536163,scale,freeform_bagging_groceries,human_bimanual,0.0015555555555555555,s3://rldb/processed_v3/scale/2026-05-02-18-32-06-536163.mp4,unknown,
2026-05-01-05-43-07-477896,scale,flagship_put_object_in_container,human_right_arm,0.008240740740740741,s3://rldb/processed_v3/scale/2026-05-01-05-43-07-477896.mp4,unknown,
2026-05-02-16-44-27-698503,scale,flagship_sort_utensils,human_right_arm,0.001675925925925926,s3://rldb/processed_v3/scale/2026-05-02-16-44-27-698503.mp4,unknown,
2026-05-01-12-28-44-804795,scale,freeform_folding_clothes,human_bimanual,0.0045,s3://rldb/processed_v3/scale/2026-05-01-12-28-44-804795.mp4,unknown,
2026-05-02-16-41-01-138129,scale,freeform_placing_utensils_into_a_drawer,human_bimanual,0.0031018518518518517,s3://rldb/processed_v3/scale/2026-05-02-16-41-01-138129.mp4,unknown,
2026-05-02-18-42-46-466524,scale,freeform_unpack_grocery_bag,human_bimanual,0.0018055555555555555,s3://rldb/processed_v3/scale/2026-05-02-18-42-46-466524.mp4,unknown,
2026-05-02-17-49-36-222906,scale,freeform_return_small_objects_to_bins,human_bimanual,0.0016851851851851852,s3://rldb/processed_v3/scale/2026-05-02-17-49-36-222906.mp4,unknown,
2026-05-02-03-12-56-978756,scale,freeform_load_dishwasher,human_bimanual,0.02851851851851852,s3://rldb/processed_v3/scale/2026-05-02-03-12-56-978756.mp4,unknown,
2026-05-02-04-17-31-584118,scale,flagship_scoop_granular,human_bimanual,0.02988888888888889,s3://rldb/processed_v3/scale/2026-05-02-04-17-31-584118.mp4,unknown,
2026-05-02-17-26-42-936939,scale,freeform_bagging_groceries,human_bimanual,0.0029074074074074076,s3://rldb/processed_v3/scale/2026-05-02-17-26-42-936939.mp4,unknown,
2026-05-02-18-33-06-953045,scale,flagship_folding_clothes,human_bimanual,0.003324074074074074,s3://rldb/processed_v3/scale/2026-05-02-18-33-06-953045.mp4,unknown,
2026-05-02-18-08-27-994615,scale,freeform_towel_folding,human_bimanual,0.0025555555555555553,s3://rldb/processed_v3/scale/2026-05-02-18-08-27-994615.mp4,unknown,
2026-05-01-18-34-08-256826,scale,flagship_put_object_in_container,human_right_arm,0.007907407407407406,s3://rldb/processed_v3/scale/2026-05-01-18-34-08-256826.mp4,unknown,
2026-05-02-17-43-00-734324,scale,flagship_sort_utensils,human_right_arm,0.0035555555555555557,s3://rldb/processed_v3/scale/2026-05-02-17-43-00-734324.mp4,unknown,
2026-05-02-19-11-59-994329,scale,flagship_put_object_in_container,human_right_arm,0.003861111111111111,s3://rldb/processed_v3/scale/2026-05-02-19-11-59-994329.mp4,unknown,
2026-05-02-18-53-46-425359,scale,freeform_unload_dishwasher,human_bimanual,0.002037037037037037,s3://rldb/processed_v3/scale/2026-05-02-18-53-46-425359.mp4,unknown,
2026-05-02-17-45-31-178260,scale,flagship_put_object_in_container,human_right_arm,0.0018981481481481482,s3://rldb/processed_v3/scale/2026-05-02-17-45-31-178260.mp4,unknown,
2026-05-01-15-40-00-814308,scale,freeform_unpack_grocery_bag,human_bimanual,0.08991666666666666,s3://rldb/processed_v3/scale/2026-05-01-15-40-00-814308.mp4,unknown,
2026-05-02-18-46-57-694849,scale,flagship_folding_clothes,human_bimanual,0.0014814814814814814,s3://rldb/processed_v3/scale/2026-05-02-18-46-57-694849.mp4,unknown,
2026-05-01-14-00-35-438399,scale,freeform_make_bed,human_bimanual,0.004962962962962963,s3://rldb/processed_v3/scale/2026-05-01-14-00-35-438399.mp4,unknown,
2026-05-02-18-59-20-379579,scale,flagship_folding_clothes,human_bimanual,0.0024722222222222224,s3://rldb/processed_v3/scale/2026-05-02-18-59-20-379579.mp4,unknown,
2026-05-02-18-58-50-807757,scale,flagship_folding_clothes,human_bimanual,0.001574074074074074,s3://rldb/processed_v3/scale/2026-05-02-18-58-50-807757.mp4,unknown,
2026-05-02-18-19-07-858001,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,0.0015,s3://rldb/processed_v3/scale/2026-05-02-18-19-07-858001.mp4,unknown,
2026-05-01-15-21-10-931920,scale,freeform_tidy_up_kitchen,human_bimanual,0.01627777777777778,s3://rldb/processed_v3/scale/2026-05-01-15-21-10-931920.mp4,unknown,
2026-05-02-19-06-04-109127,scale,freeform_folding_clothes,human_bimanual,0.0020277777777777777,s3://rldb/processed_v3/scale/2026-05-02-19-06-04-109127.mp4,unknown,
2026-05-02-17-09-47-280377,scale,freeform_folding_clothes,human_bimanual,0.002259259259259259,s3://rldb/processed_v3/scale/2026-05-02-17-09-47-280377.mp4,unknown,
2026-05-02-02-30-35-865728,scale,flagship_folding_clothes,human_bimanual,0.008842592592592593,s3://rldb/processed_v3/scale/2026-05-02-02-30-35-865728.mp4,unknown,
2026-05-02-18-21-11-158180,scale,freeform_folding_clothes,human_bimanual,0.0035833333333333333,s3://rldb/processed_v3/scale/2026-05-02-18-21-11-158180.mp4,unknown,
2026-05-01-12-39-51-220668,scale,freeform_bagging_groceries,human_bimanual,0.009574074074074075,s3://rldb/processed_v3/scale/2026-05-01-12-39-51-220668.mp4,unknown,
2026-05-01-09-51-58-274905,scale,freeform_unpack_grocery_bag,human_bimanual,0.024055555555555552,s3://rldb/processed_v3/scale/2026-05-01-09-51-58-274905.mp4,unknown,
2026-05-02-19-06-08-213977,scale,freeform_place_shoes_onto_shoe_rack,human_bimanual,0.0022870370370370366,s3://rldb/processed_v3/scale/2026-05-02-19-06-08-213977.mp4,unknown,
2026-05-02-18-25-06-217353,scale,freeform_unload_dishwasher,human_bimanual,0.003916666666666666,s3://rldb/processed_v3/scale/2026-05-02-18-25-06-217353.mp4,unknown,
2026-05-02-17-41-47-814173,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.003712962962962963,s3://rldb/processed_v3/scale/2026-05-02-17-41-47-814173.mp4,unknown,
2026-05-01-10-54-14-032136,scale,freeform_folding_clothes,human_bimanual,0.025638888888888888,s3://rldb/processed_v3/scale/2026-05-01-10-54-14-032136.mp4,unknown,
2026-05-02-18-25-17-373686,scale,freeform_pack_a_suitcase_for_a_trip,human_bimanual,0.0024814814814814816,s3://rldb/processed_v3/scale/2026-05-02-18-25-17-373686.mp4,unknown,
2026-05-02-18-10-34-048770,scale,freeform_tidy_up_kitchen,human_bimanual,0.0015,s3://rldb/processed_v3/scale/2026-05-02-18-10-34-048770.mp4,unknown,
2026-05-02-01-29-54-661803,scale,freeform_unpack_grocery_bag,human_bimanual,0.004944444444444445,s3://rldb/processed_v3/scale/2026-05-02-01-29-54-661803.mp4,unknown,
2026-05-02-18-01-54-759643,scale,freeform_string_beads_onto_cord,human_bimanual,0.002453703703703704,s3://rldb/processed_v3/scale/2026-05-02-18-01-54-759643.mp4,unknown,
2026-05-02-02-02-42-520033,scale,flagship_put_object_in_container,human_right_arm,0.010027777777777778,s3://rldb/processed_v3/scale/2026-05-02-02-02-42-520033.mp4,unknown,
2026-05-01-14-01-54-237314,scale,freeform_folding_clothes,human_bimanual,0.008407407407407407,s3://rldb/processed_v3/scale/2026-05-01-14-01-54-237314.mp4,unknown,
